Modality;ST;TT;Genre;Line;Span;Span_2;Whose_error;Severity;Category_main;Category_sub;Severity_2;Severity_match;Category_main_2;Category_main_match;Category_sub_2;Category_sub_match;Kudos;Cultural reference;Details;Understandable
PE;Russian;Dutch;Poem;;vanuit zee;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;kraai;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;uitbundig;;AE;Minor;Accuracy;Addition;;;;;;;;;;
PE;Russian;Dutch;Poem;;weerloos en fraai;fraai;Match;Minor;Style;Awkward style;Minor;Yes;Accuracy;No;Omission;;;;;
PE;Russian;Dutch;Poem;;;;AE;Major;Accuracy;Omission;;;;;;;;;;
PE;Russian;Dutch;Poem;;in een stoere stoet;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;opgericht;opgericht;Match;Minor;Style;Awkward style;Major;No;Accuracy;No;Addition;No;;;;
PE;Russian;Dutch;Poem;;van ver;;AE;Minor;Accuracy;Addition;;;;;;;;;;
PE;Russian;Dutch;Poem;;zijn aangezicht;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;;;AE;Major;Accuracy;Omission;;;;;;;;;;
PE;Russian;Dutch;Poem;;‘Nooit,’ zwoer het, ‘nooit heb ik die vrouw;het;Match;Major;Accuracy;;Major;Yes;Accuracy;Yes;Mistranslation;;;;;
PE;Russian;Dutch;Poem;;gesmaad en van haar eer beroofd;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;ik deed getrouw wat ik in stilte had beloofd;;AE;Major;Accuracy;Addition;;;;;;;;;;
PE;Russian;Dutch;Poem;;Het;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;Maar toch;;AE;Minor;Accuracy;Addition;;;;;;;;;;
PE;Russian;Dutch;Poem;;iets;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;Toen deed ik wat het vroeg: ik zweeg.;;AE;Major;Accuracy;Omission;;;;;;;;;;
PE;Russian;Dutch;Poem;;Vergeet, vergeet wat is geweest!;;AE;Major;Accuracy;Addition;;;;;;;;;;
PE;Russian;Dutch;Poem;;;;AE;Major;Accuracy;Omission;;;;;;;;;;
PE;Russian;Dutch;Poem;;;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;Je huis, onwetend van verdriet,;;Human;Minor;Accuracy;;;;;;;;;;;
MT;Russian;Dutch;Poem;;zacht;;AE;Minor;Accuracy;Addition;;;;;;;;;;
MT;Russian;Dutch;Poem;;ontving mij zacht, een wangkus liet.;een wangkus liet;Match;Major;Accuracy;;Minor;No;Style;No;Awkward style;;;;;
MT;Russian;Dutch;Poem;;glansde het servies door 't ruitgebied.;glansde;Match;Major;Accuracy;;Major;Yes;Accuracy;Yes;Mistranslation;;;;;
MT;Russian;Dutch;Poem;;t ruitgebied;;AE;Minor;Style;Awkward style;;;;;;;;;;
MT;Russian;Dutch;Poem;;zo blij;;AE;Major;Accuracy;Addition;;;;;;;;;;
MT;Russian;Dutch;Poem;;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
MT;Russian;Dutch;Poem;;schril en driftig vrij;vrij;Match;Major;Accuracy;;Minor;No;Accuracy;Yes;Addition;;;;;
MT;Russian;Dutch;Poem;;maar in wapenrust;;Human;Major;Accuracy;;;;;;;;;;;
MT;Russian;Dutch;Poem;;wapenrust;;Human;Major;Linguistic Convention;;;;;;;;;;;
MT;Russian;Dutch;Poem;;stond;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;de cactus;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;bewust;bewust;Match;Major;Accuracy;;Minor;No;Accuracy;No;;;;;;
MT;Russian;Dutch;Poem;;ramp en strijd;;AE;Minor;Accuracy;Addition;;;;;;;;;;
MT;Russian;Dutch;Poem;;afgekoelde;afgekoelde;Match;Major;Accuracy;;Minor;No;Accuracy;Yes;;;;;;
MT;Russian;Dutch;Poem;;elegant;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;diep mijn ogen in;;Human;Major;Linguistic Convention;Unintelligble;;;;;;;;;;
MT;Russian;Dutch;Poem;;het;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;het zweeg;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;ongekloofd;zijn trouw was ongekloofd;Match;Major;Linguistic Convention;Unintelligble;Major;Yes;Accuracy;Addition;;;;;;
MT;Russian;Dutch;Poem;;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
MT;Russian;Dutch;Poem;;bij licht of nacht,;;AE;Minor;Accuracy;Addition;;;;;;;;;;
MT;Russian;Dutch;Poem;;gedacht;gedacht;Match;Major;Linguistic Convention;Unintelligble;Minor;No;Accuracy;No;;;;;;
MT;Russian;Dutch;Poem;;Het;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;ik leeg. Ik leeg. Ik leeeg;ik leeg. Ik leeg. Ik leeg;Match;Major;Linguistic Convention;Unintelligble;Major;Yes;Linguistic Convention;Yes;Grammar;No;;;;
MT;Russian;Dutch;Poem;;misschien, misschien;;AE;Major;Accuracy;Addition;;;;;;;;;;
MT;Russian;Dutch;Poem;;Het;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Poem;;"Kom binnen, vergeet wat was, en leef.""";en leef;Match;Major;Accuracy;;Major;Yes;Accuracy;Yes;Addition;;;;;
