English;Translation;UCP;Translation;Human annotation;Simplified;Automatic annotation;Simplified;Match_YN;Match;Match_diff_YN;Match_spec;ST;TT;Genre;Modality
Он говорил: — И пусть. И пусть.;ik wat het vroeg: ik zweeg.;и пусть и пусть;Toen deed ik wat het vroeg;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;PE
Входи и позабудь про это.;‘Vergeet, vergeet wat is geweest!’;позабудь;vergeet, vergeet wat is geweest;CSC;CS;CSM;CS;Yes;1;No;0;Russian;Dutch;Poem;PE
Твой дом, не ведая беды,;Je huis, onwetend van verdriet,;дом, не ведая беды;onwetend van verdriet;R;R;CS;CS;No;0;No;0;Russian;Dutch;Poem;MT
меня встречал и в щеку чмокал.;ontving mij zacht, een wangkus liet.;встречал и ... чмокал;ontving mij zacht;R;R;CSC;CS;No;0;No;0;Russian;Dutch;Poem;MT
меня встречал и в щеку чмокал.;ontving mij zacht, een wangkus liet.;чмокал;een wangkus;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;MT
Как будто рыба из воды,;Als vis die plots uit water schiet,;Как будто рыба из воды;als vis die plots uit het water schiet;R;R;CS;CS;No;0;No;0;Russian;Dutch;Poem;MT
сервиз выглядывал из стекол.;glansde het servies door 't ruitgebied.;сервиз выглядывал;glansde het servies;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Poem;MT
сервиз выглядывал из стекол.;glansde het servies door 't ruitgebied.;из стекол;t ruitgebied;CSC;CS;R;R;No;0;No;0;Russian;Dutch;Poem;MT
И пес выскакивал ко мне,;De hond sprong op me af zo blij,;пес выскакивал;de hond sprong op me af;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;MT
как галка маленький, орущий,;als kauwtje, schril en driftig vrij,;как галка маленький;als kauwtje;CSC;CS;R;R;No;0;No;0;Russian;Dutch;Poem;MT
как галка маленький, орущий,;als kauwtje, schril en driftig vrij,;орущий;schril en driftig vrij;CSA;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Poem;MT
и в беззащитном всеоружьи;en weerloos, maar in wapenrust,;и в беззащитном всеоружьи;weerloos, maar in wapenrust;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;MT
торчали кактусы в окне.;stond in het raam de cactus, bewust.;торчали кактусы;stond in het raam de cactus;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;MT
От неурядиц всей земли;Van wereldleed, van ramp en strijd;неурядиц всей земли;van wereldleed, van ramp en strijd;CSC;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Poem;MT
я шла озябшим делегатом,;kwam ik, een afgekoelde gezant,;озябшим делегатом;afgekoelde gezant;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;MT
и дом смотрел в глаза мои;en 't huis keek diep mijn ogen in,;дом смотрел;t't huis keek in mijn ogen;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;MT
и дом смотрел в глаза мои;en 't huis keek diep mijn ogen in,;глаза мои;diep de ogen in;CSC;CS;R;R;No;0;No;0;Russian;Dutch;Poem;MT
и добрым был и деликатным.;was vriendelijk, was elegant.;добрым был;vriendelijk;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;MT
и добрым был и деликатным.;was vriendelijk, was elegant.;дом...добрым и деликатным;het was vriendelijk, was elegant;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Poem;MT
он не навлек, себя не выдал.;het zweeg, zijn trouw was ongekloofd.;стыда...не навлек;geen schande wierp het op mijn hoofd;R;R;CSC;CS;No;0;No;0;Russian;Dutch;Poem;MT
он не навлек, себя не выдал.;het zweeg, zijn trouw was ongekloofd.;себя не выдал;het zweeg;R;R;CS;CS;No;0;No;0;Russian;Dutch;Poem;MT
Дом клялся мне, что никогда;"Het zwoer mij: ""nooit, bij licht of nacht,";дом клялся;het zwoer mij;R;R;CSA;CS;No;0;No;0;Russian;Dutch;Poem;MT
он этой женщины не видел.;"heb ik die vrouw ooit gezien, gedacht.""";этой женщины не видел;nooit, bij licht of nacht, heb ik die vrouw ooit gezien;CSC;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Poem;MT
Он говорил: — Я пуст, Я пуст. —;"Het zei: ""Ik leeg. Ik leeg. Ik leeg""";я пуст, я пуст;Ik leeg. Ik leeg. Ik leeg;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;MT
Я говорила: — Где-то, где-то… —;"Ik zei: ""Ergens… misschien, misschien…""";Где-то, где-то;Ergens, misschien, misschien;R;R;CS;CS;No;0;No;0;Russian;Dutch;Poem;MT
Он говорил: — И пусть. И пусть.;"Het zei: ""En laat het dan maar zo.";и пусть и пусть;en laat het dan maar zo;R;R;O;O;No;0;No;0;Russian;Dutch;Poem;MT
Входи и позабудь про это.;"Kom binnen, vergeet wat was, en leef.""";позабудь;vergeet wat was;R;R;CS;CS;No;0;No;0;Russian;Dutch;Poem;MT
Твой дом, не ведая беды,;Jouw huis, zich nergens van bewust,;дом, не ведая беды;zich nergens van bewust;CSM;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Poem;HT
меня встречал и в щеку чмокал.;gaf mij bij binnenkomst een kus,;встречал и ... чмокал;gaf me bij binnenkomt;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
меня встречал и в щеку чмокал.;gaf mij bij binnenkomst een kus,;чмокал;kus;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;HT
Как будто рыба из воды,;en het serviesgoed keek naar buiten;Как будто рыба из воды;als een goudvis door de ruiten;CSC;CS;CSM;CS;Yes;1;No;0;Russian;Dutch;Poem;HT
сервиз выглядывал из стекол.;als een goudvis door de ruiten.;сервиз выглядывал;het serviesgoed keek ;R;R;CSA;CS;No;0;No;0;Russian;Dutch;Poem;HT
сервиз выглядывал из стекол.;als een goudvis door de ruiten.;из стекол;door de ruiten;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
И пес выскакивал ко мне,;Een hond kwispelde trouw,;пес выскакивал;een hond kwispelde;CSM;CS;CSM;CS;Yes;1;Yes;1;Russian;Dutch;Poem;HT
как галка маленький, орущий,;ergens krijste er een kauw,;как галка маленький;ergens krijste er een kauw;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
как галка маленький, орущий,;ergens krijste er een kauw,;орущий;krijste;CSC;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
и в беззащитном всеоружьи;en in weerloosheid paraat;и в беззащитном всеоружьи;in weerloosheid paraat;CSM;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Poem;HT
торчали кактусы в окне.;flankeerden cactussen de straat.;торчали кактусы;flankeerde cactussen;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
От неурядиц всей земли;Ik was van onmin de gezant,;неурядиц всей земли;van onmin;CSA;CS;O;CS;Yes;1;No;0;Russian;Dutch;Poem;HT
я шла озябшим делегатом,;de kleumende representant:;озябшим делегатом;verkleumende representant;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
и дом смотрел в глаза мои;het huis toen keek mij in de ogen,;дом смотрел;het huis keek mij in de ogen;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;HT
и дом смотрел в глаза мои;het huis toen keek mij in de ogen,;глаза мои;in de ogen;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;HT
и добрым был и деликатным.;tactvol, vriendelijk, vol mededogen;добрым был;vriendelijk;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;HT
и добрым был и деликатным.;tactvol, vriendelijk, vol mededogen;дом...добрым и деликатным;tactvol, vriendelijk, vol mededogen;CSM;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Poem;HT
он не навлек, себя не выдал.;ze liet niets merken, geen verwijt;стыда...не навлек;Geen schande en geen bitterheid:;CSA;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Poem;HT
он не навлек, себя не выдал.;ze liet niets merken, geen verwijt;себя не выдал;ze liet niets merken;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;HT
Дом клялся мне, что никогда;of dat hij haar van vroeger kende,;дом клялся;geen verwijt;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
он этой женщины не видел.;deze geenszins onbekende.;этой женщины не видел;of dat hij haar van vroeger kende;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
Он говорил: — Я пуст, Я пуст. —;Het huis zei: 'Leeg, ik ben leeg.';я пуст, я пуст;Leeg, ik ben leeg;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
Я говорила: — Где-то, где-то… —;Ik zei: 'Maar toch…' en zweeg.;Где-то, где-то;Maar toch;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
Он говорил: — И пусть. И пусть.;Het huis zei: 'Ik weet het, ik weet het,;и пусть и пусть;ik weet het, ik weet het;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Poem;HT
Входи и позабудь про это.;maar kom binnen en vergeet het.' ;позабудь;vergeet het;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Poem;HT
Яша Хейн проснулся затемно — гораздо раньше, чем прозвонил будильник, — от странной тишины, заполнявшей его изнутри. ;Jasja Chejn werd nog voor zonsopgang wakker – veel eerder dan de wekker afging – door een merkwaardige stilte binnenin hem.;затемно;voor zonsopgang;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;PE
Ныли все cуставы и мышцы, болела голова, то и дело накатывала ужасная слабость. ;Hij werd geplaagd door al zijn gewrichten en spieren, hij had hoofdpijn, en hij werd voortdurend door een verschrikkelijke slapte overspoeld. ;Ныли все cуставы и мышцы;hij werd geplaagd door al zin gewrichten en spieren;CSM;CS;CSM;CS;Yes;1;Yes;1;Russian;Dutch;ShortStory;PE
Ныли все cуставы и мышцы, болела голова, то и дело накатывала ужасная слабость. ;Hij werd geplaagd door al zijn gewrichten en spieren, hij had hoofdpijn, en hij werd voortdurend door een verschrikkelijke slapte overspoeld. ;накатывала ...слабость;hij werd voortdurend door een verschrikkelijke slapte overspoeld;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;PE
На ночь Яша выпил две шипучих упсы, на всякий случай закапал нос нафтизином,  хотя насморка пока не было,;Voor het naar bed gaan had Jasja twee bruistabletten genomen, voor de zekerheid zijn neus gedruppeld met Naftizine, hoewel hij niet verkouden was,;шипучих упсы;twee bruistabletten;R;R;CSA;CS;No;0;No;0;Russian;Dutch;ShortStory;PE
На ночь Яша выпил две шипучих упсы, на всякий случай закапал нос нафтизином,  хотя насморка пока не было,;Voor het naar bed gaan had Jasja twee bruistabletten genomen, voor de zekerheid zijn neus gedruppeld met Naftizine, hoewel hij niet verkouden was,;закапал нос нафтизином,;neus gedruppeld met naftizine;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;PE
и попросил жену нарисовать ему на груди и спине сеточки из йода — чтобы не начался кашель. ;en hij had zijn vrouw gevraagd om jodiumarceringen op zijn borst en rug te tekenen – zodat hij niet zou gaan hoesten.;сеточки из йода ;jodiumarcering;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;PE
Его грудь и живот — да что там грудь и живот, все тело — словно были наполнены застывшей сладкой ватой;Het was of borst en buik – oké, zijn hele lichaam – propvol gestolde zoete suikerspin zat.;Его грудь и живот — да что там грудь и живот;Het was of borst en buik -- oké, zijn hele lichaam;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;PE
 Эта странная тишина; Die merkwaardige stilte;тишина, эта странная тишина;die merkwaardige stilte ;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;PE
Что-то в нем явно разладилось, и разладилось всерьез. ;Er was duidelijk iets defect van binnen, en niet zo’n klein beetje ook. ;Что-то в нем явно разладилось;er was duidelijk iets defect van binnen;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;PE
Что-то в нем явно разладилось, и разладилось всерьез. ;Er was duidelijk iets defect van binnen, en niet zo’n klein beetje ook. ;разладилось, и разладилось;en niet zo'n klein beetje ook;CSM;CS;CS;CS;Yes;1;No;0;Russian;Dutch;ShortStory;PE
Теперь нужно было найти ту сломавшуюся шестеренку, которая мешала всему сложному порой барахлившему, но все же относительно слаженному механизму Яшиного тридцатипятилетнего тела нормально работать; Het was zaak het kapotte tandwieltje te vinden dat verantwoordelijk was voor de verstoring van het complexe, soms haperende maar over het algemeen goed functionerende mechanisme van zijn vijfendertigjarige lichaam;сложному порой барахлившему, но все же относительно слаженному механизму Яшиного тридцатипятилетнего тела;de verstoring van het complexe, soms haperende, maar over het algemeen goed functionerende mechanisme van zijn vijfendertigjarige lichaam verstoorde;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;PE
найти и устранить неполадку медикаментозными средствами.;– de verstoring te vinden en het met medicamentaire middelen weg te nemen.;устранить неполадку медикаментозными средствами;de verstoring … en het met medicamentaire middelen weg te nemen;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;PE
Яша Хейн проснулся затемно — гораздо раньше, чем прозвонил будильник, — от странной тишины, заполнявшей его изнутри. ;Yasha Hein werd wakker vóór zonsopgang—veel eerder dan zijn wekker afging—door een vreemde stilte die hem van binnen vulde. ;затемно;vóór zonsopgang;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;MT
Ныли все cуставы и мышцы, болела голова, то и дело накатывала ужасная слабость. ;Al zijn gewrichten en spieren deden pijn, zijn hoofd bonsde, en er kwamen steeds golven van verschrikkelijke zwakte over hem heen. ;Ныли все cуставы и мышцы;al zijn gewrichten en spieren deden pijn;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;MT
Ныли все cуставы и мышцы, болела голова, то и дело накатывала ужасная слабость. ;Al zijn gewrichten en spieren deden pijn, zijn hoofd bonsde, en er kwamen steeds golven van verschrikkelijke zwakte over hem heen. ;накатывала ...слабость;golven van verschikkelijke zwakte over hem heen;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;MT
На ночь Яша выпил две шипучих упсы, на всякий случай закапал нос нафтизином,  хотя насморка пока не было,;De avond ervoor had Yasha twee bruistabletten ingenomen, uit voorzorg neusdruppels met nafazoline gebruikt, hoewel hij nog geen loopneus had, ;шипучих упсы;twee bruistabletten;R;R;CS;CS;No;0;No;0;Russian;Dutch;ShortStory;MT
На ночь Яша выпил две шипучих упсы, на всякий случай закапал нос нафтизином,  хотя насморка пока не было,;De avond ervoor had Yasha twee bruistabletten ingenomen, uit voorzorg neusdruppels met nafazoline gebruikt, hoewel hij nog geen loopneus had, ;закапал нос нафтизином,;neusdruppels met nafazoline;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;MT
и попросил жену нарисовать ему на груди и спине сеточки из йода — чтобы не начался кашель. ;en zijn vrouw gevraagd om jodiumroosters op zijn borst en rug te tekenen—om hoest te voorkomen.;сеточки из йода ;jodiumrooster;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;MT
Его грудь и живот — да что там грудь и живот, все тело — словно были наполнены застывшей сладкой ватой.;Zijn borst en buik—of beter gezegd, zijn hele lichaam—voelden alsof ze gevuld waren met gestolde zoete suikerspin.  ;Его грудь и живот — да что там грудь и живот;zijn borst en buik --of beter gezegd, zijn hele lichaam;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;MT
 Эта странная тишина;Die vreemde stilte;тишина, эта странная тишина;die vreemde stilte;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;MT
Что-то в нем явно разладилось, и разладилось всерьез. ;Er was duidelijk iets mis in hem, en niet zo’n beetje ook.  ;Что-то в нем явно разладилось;er was duidelijk iets mis in hem;R;R;CS;CS;No;0;No;0;Russian;Dutch;ShortStory;MT
Что-то в нем явно разладилось, и разладилось всерьез. ;Er was duidelijk iets mis in hem, en niet zo’n beetje ook.  ;разладилось, и разладилось;en niet zo'n beetje ook ;CSM;CS;CSM;CS;Yes;1;Yes;1;Russian;Dutch;ShortStory;MT
Теперь нужно было найти ту сломавшуюся шестеренку, которая мешала всему сложному порой барахлившему, но все же относительно слаженному механизму Яшиного тридцатипятилетнего тела нормально работать;Hij moest nu het kapotte tandwieltje vinden dat het complexe, soms haperende maar over het algemeen goed functionerende mechanisme van zijn vijfendertigjarige lichaam verstoorde;сложному порой барахлившему, но все же относительно слаженному механизму Яшиного тридцатипятилетнего тела;het complexe, soms haperende, maar over het algemeen goed functionerende mechanisme van zijn vijfendertigjarige lichaam verstoorde;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;MT
найти и устранить неполадку медикаментозными средствами.;—het vinden en met medicijnen herstellen.;устранить неполадку медикаментозными средствами;het vinden … met medicijnen herstellen;R;R;O;O;No;0;No;0;Russian;Dutch;ShortStory;MT
Яша Хейн проснулся затемно — гораздо раньше, чем прозвонил будильник, — от странной тишины, заполнявшей его изнутри. ;Jasja Hein werd wakker toen het nog donker was – lang voordat de wekker afliep – van een vreemde stilte die hem van binnenuit vulde.;затемно;toen het nog donker was;CSC;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;HT
Ныли все cуставы и мышцы, болела голова, то и дело накатывала ужасная слабость. ;Al zijn gewrichten en spieren deden pijn, zijn hoofd bonsde en steeds weer overviel hem een vreselijke zwakte.;Ныли все cуставы и мышцы;al zijn gewrichten en spieren deden pijn;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;HT
Ныли все cуставы и мышцы, болела голова, то и дело накатывала ужасная слабость. ;Al zijn gewrichten en spieren deden pijn, zijn hoofd bonsde en steeds weer overviel hem een vreselijke zwakte.;накатывала ...слабость;weer overveiwl hem een vreselijke ziekte;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;HT
На ночь Яша выпил две шипучих упсы, на всякий случай закапал нос нафтизином,  хотя насморка пока не было,;Voor het slapengaan had hij twee paracetamol genomen, voor alle zekerheid druppels in zijn neus gedaan, ook al was hij nog niet verkouden, ;шипучих упсы;twee paracetamol;CSC;CS;CS;CS;Yes;1;No;0;Russian;Dutch;ShortStory;HT
На ночь Яша выпил две шипучих упсы, на всякий случай закапал нос нафтизином,  хотя насморка пока не было,;Voor het slapengaan had hij twee paracetamol genomen, voor alle zekerheid druppels in zijn neus gedaan, ook al was hij nog niet verkouden, ;закапал нос нафтизином,;druppels in zijn neus;CSA;CS;O;O;No;0;No;0;Russian;Dutch;ShortStory;HT
и попросил жену нарисовать ему на груди и спине сеточки из йода — чтобы не начался кашель. ;en zijn vrouw gevraagd om jodium op zijn borst en rug te smeren – om te voorkomen dat hij zou gaan hoesten.;сеточки из йода ;jodium;CSA;CS;O;O;No;0;No;0;Russian;Dutch;ShortStory;HT
Его грудь и живот — да что там грудь и живот, все тело — словно были наполнены застывшей сладкой ватой;Zijn borst en buik – nee, zijn hele lijf – leken wel gevuld met gestolde suikerspin. ;Его грудь и живот — да что там грудь и живот;zijn borst en buik - nee, zijn hele liijf;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;HT
 Эта странная тишина;Die vreemde stilte.;тишина, эта странная тишина;die vreemde stilte;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;ShortStory;HT
Что-то в нем явно разладилось, и разладилось всерьез. ;Er was duidelijk iets ontregeld daarbinnen, en behoorlijk ook.;Что-то в нем явно разладилось;er was duidelijk iets ontregeld daarbinnen;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;HT
Что-то в нем явно разладилось, и разладилось всерьез. ;Er was duidelijk iets ontregeld daarbinnen, en behoorlijk ook.;разладилось, и разладилось;en behoorlijk ook;CSM;CS;CSM;CS;Yes;1;Yes;1;Russian;Dutch;ShortStory;HT
Теперь нужно было найти ту сломавшуюся шестеренку, которая мешала всему сложному порой барахлившему, но все же относительно слаженному механизму Яшиного тридцатипятилетнего тела нормально работать;Nu moest hij het kapotte radertje zien te vinden dat verhinderde dat het ingewikkelde, soms haperende, maar alles bij elkaar toch relatief goed werkende mechanisme van zijn vijfendertigjarige lichaam normaal functioneerde ;сложному порой барахлившему, но все же относительно слаженному механизму Яшиного тридцатипятилетнего тела;verhinderde dat het ingewikkelde, soms haperende, maar alles bij elkaar toch relatief goed werkende mechanisme van zijn vijfendertigjarige lichaam normaal functioneerde ;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;HT
найти и устранить неполадку медикаментозными средствами.;– hij moest het mankement vinden en het met medicamenteuze middelen verhelpen.;устранить неполадку медикаментозными средствами;het mankement … metmedicamenteuze middelen verhelpen;CSM;CS;R;R;No;0;No;0;Russian;Dutch;ShortStory;HT
Егор шел по переходу, все убыстряя и убыстряя шаг;Jegor liep door de voetgangerstunnel, met steeds snellere pas. ;убыстряя и убыстряя;zijn pas steeds sneller;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;PE
. Откуда-то лилась музыка, тихая, едва слышная, но удивительно приятная. ;Ergens klonk muziek, zacht, nauwelijks hoorbaar, maar wonderlijk aangenaam.;лилась музыка;ergens klonk muzeik;R;R;CS;CS;No;0;No;0;Russian;Dutch;Thriller ;PE
. Откуда-то лилась музыка, тихая, едва слышная, но удивительно приятная. ;Ergens klonk muziek, zacht, nauwelijks hoorbaar, maar wonderlijk aangenaam.;тихая, едва слышная;zacht, nauwelijke hoorbaar;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;PE
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;De ijle klanken van een fluit, het gefluister van gitaarsnaren, het klingelen van een xylofoon. ;Тонкое пение флейты;getinkel van een xylofoon;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;PE
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;De ijle klanken van een fluit, het gefluister van gitaarsnaren, het klingelen van een xylofoon. ;шелест..струн;een xylofoon rinkelde dromerig;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;PE
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;De ijle klanken van een fluit, het gefluister van gitaarsnaren, het klingelen van een xylofoon. ;перезвон ксилофона;het klingelen van een xylofoon;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;PE
Музыка звала, музыка торопила.;De muziek riep. De muziek dreeft hem voort.;музыка..музыка;muziek. Muziek;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;PE
Из головы будто выдуло все мысли, он уже почти бежал.;Het leek of alle gedachten uit zijn hoofd waren weggewaaid, hij rende al bijna.;выдуло все мысли;Het leek of alle gedachten uit zijn hoofd waren weggewaaid;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;PE
Из головы будто выдуло все мысли, он уже почти бежал.;Het leek of alle gedachten uit zijn hoofd waren weggewaaid, hij rende al bijna.;уже почти;al bijna;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;PE
В нее уже вплетались слова... пока невнятные, слишком тихие, но такие манящие. ;Er mengden zich al woorden in... nog onsamenhangend, nog te zacht, maar o zo verleidelijk.;вплетались слова;mengden zich al woorden in;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Thriller ;PE
В нее уже вплетались слова... пока невнятные, слишком тихие, но такие манящие. ;Er mengden zich al woorden in... nog onsamenhangend, nog te zacht, maar o zo verleidelijk.;невнятные, слишком тихие;nog onsamenhangend, nog te zacht;R;R;CS;CS;No;0;No;0;Russian;Dutch;Thriller ;PE
Мальчик выскочил из перехода, на миг остановился, глотая холодный воздух. ;De jongen kwam de tunnel uit geschoten, bleef even staan, hapte de koude lucht.;глотая...воздух;hapte de koude lucht;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Thriller ;PE
Медленно, словно внезапно онемели ноги, мальчик пошел к троллейбусу;Langzaam, alsof zijn benen ineens verlamd waren, liep de jongen naar de trolleybus. ;словно внезапно онемели ноги;alsof zijn benen ineens verlamd waren;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Thriller ;PE
Несколько секунд тот ждал с открытыми дверями, потом створки сошлись и машина отъехала от остановки. ;. Een paar seconden stond de trolleybus met open deuren te wachten, toen klapten ze toe en reed de bus weg van de halte.;створки сошлись;klapten ze toe;CSM;CS;CSC;CS;Yes;1;No;0;Russian;Dutch;Thriller ;PE
. Егор тупо смотрел вслед,;Jegor staarde de bus wezenloos na. ;тупо;wezenloos;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;PE
 музыка становилась все громче, заполняла весь мир, от полукружия высотной гостиницы до видневшегося невдалеке «коробка на ножках» — его дома.;De muziek werd luider, vulde de hele wereld, van de halfronde gevel van het hoge hotel tot – niet ver weg – het ‘doosje op poten’, zijn huis;полукружия высотной гостиницы;van de halfronde gevel van het hoge hotel;R;R;CSC;CS;No;0;No;0;Russian;Dutch;Thriller ;PE
 музыка становилась все громче, заполняла весь мир, от полукружия высотной гостиницы до видневшегося невдалеке «коробка на ножках» — его дома.;De muziek werd luider, vulde de hele wereld, van de halfronde gevel van het hoge hotel tot – niet ver weg – het ‘doosje op poten’, zijn huis;«коробка на ножках»;doosje op poten;CSA;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;PE
Егор шел по переходу, все убыстряя и убыстряя шаг;Jegor liep door de voetgangerstunnel, zijn pas steeds sneller. ;убыстряя и убыстряя;met steeds snellere pas;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;MT
. Откуда-то лилась музыка, тихая, едва слышная, но удивительно приятная. ;Er klonk ergens muziek—zacht, nauwelijks hoorbaar, maar betoverend aangenaam. ;лилась музыка;er klonk ergens muziek;R;R;CS;CS;No;0;No;0;Russian;Dutch;Thriller ;MT
. Откуда-то лилась музыка, тихая, едва слышная, но удивительно приятная. ;Er klonk ergens muziek—zacht, nauwelijks hoorbaar, maar betoverend aangenaam. ;тихая, едва слышная;zacht, nauwelijke hoorbaar;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;MT
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;Een fluit zong ijl, gitaarsnaren fluisterden, een xylofoon rinkelde dromerig.;Тонкое пение флейты;getokkel van gitaarsnaren;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;MT
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;Een fluit zong ijl, gitaarsnaren fluisterden, een xylofoon rinkelde dromerig.;шелест..струн;gitaarsnaren fluisterden;CSM;CS;CSM;CS;Yes;1;Yes;1;Russian;Dutch;Thriller ;MT
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;Een fluit zong ijl, gitaarsnaren fluisterden, een xylofoon rinkelde dromerig.;перезвон ксилофона;het fluister van gitaarsnaren;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;MT
Музыка звала, музыка торопила.;De muziek riep. De muziek dreef hem voort.;музыка..музыка;muziek. Muzeik;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;MT
Из головы будто выдуло все мысли, он уже почти бежал.;Zijn hoofd leek leeggewaaid—hij was bijna aan het rennen.;выдуло все мысли;zijn hoofd leek leeggewaaid;CSA;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;MT
Из головы будто выдуло все мысли, он уже почти бежал.;Zijn hoofd leek leeggewaaid—hij was bijna aan het rennen.;уже почти;bijna;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;MT
В нее уже вплетались слова... пока невнятные, слишком тихие, но такие манящие. ;Er mengden zich woorden in... nog onsamenhangend, nog te stil om te verstaan, maar onweerstaanbaar verleidelijk.;вплетались слова;mengden zich woorden in;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Thriller ;MT
